,RandomForest,Artificial Neural Network,Decision Tree,Logistic Regression,Support Vector Machine,Naive Bayes,XG-boost,K-nearest-neighbor
remove_outliers_zscore + features_selection_variance_threshold + oversampling_smote,0.8941176470588236,0.8893756845564075,0.8760139049826188,0.9036079698438342,0.8785403050108932,0.8570595099183197,0.880651945320715,
remove_outliers_zscore + features_selection_variance_threshold + oversampling_svm_smote,0.8988518316019682,0.8887706226716339,0.876243093922652,0.9046052631578947,0.8784078516902945,0.8540278619018776,0.885548523206751,
remove_outliers_zscore + features_selection_variance_threshold + oversampling_adasyn,0.8969795037756203,0.8896739130434783,0.8738789237668162,0.9036996735582155,0.8868450390189521,0.8669501822600243,0.8874137015400956,
remove_outliers_zscore + features_selection_variance_threshold + oversampling_smote_borderline,0.895048439181916,0.8762506582411795,0.8618384401114206,0.9057534246575343,0.8860971524288107,0.8674475955610358,0.8832807570977917,
remove_outliers_iqr + features_selection_none + oversampling_none,0.8343166175024582,0.6566994700984103,0.7110817941952506,0.8645229309435951,0.6084710743801653,0.8938694792353329,0.8350617283950618,
remove_outliers_iqr + features_selection_none + oversampling_smote,0.8298192771084337,0.8662053056516724,0.720863309352518,0.8871641791044776,0.8578623391158366,0.7436281859070465,0.8580375782881002,
remove_outliers_iqr + features_selection_none + oversampling_svm_smote,0.8516063233044365,0.8821917808219178,0.718010622887494,0.8909395973154363,0.8439716312056738,0.7089377632194666,0.8644688644688645,
remove_outliers_iqr + features_selection_none + oversampling_adasyn,0.8093841642228738,0.8443344334433444,0.7489029741589469,0.8875305623471883,0.8695402298850575,0.7818666666666667,0.843717549325026,
remove_outliers_iqr + features_selection_none + oversampling_smote_borderline,0.8125303545410394,0.8748615725359912,0.6893673110720563,0.8910034602076125,0.8522222222222222,0.6648163962425278,0.8634453781512605,
remove_outliers_iqr + features_selection_extratrees + oversampling_none,0.8511814982403217,0.6697965571205008,0.7039823008849557,0.8507761642463696,0.6189141856392294,0.8930202217873451,0.8209817131857555,0.7016260162601626
remove_outliers_iqr + features_selection_extratrees + oversampling_smote,0.733568592853992,0.8729729729729729,0.7381717960496096,0.9038123167155425,0.7686746987951807,0.692901979719942,0.7612282309807517,0.8902361199744735
remove_outliers_iqr + features_selection_extratrees + oversampling_svm_smote,0.8637316561844863,0.780714635340186,0.7031588057118131,0.8689883913764511,0.7891944042450555,0.8246471226927253,0.8688524590163934,0.85924617196702
remove_outliers_iqr + features_selection_extratrees + oversampling_adasyn,0.7418051189941626,0.8179500254971953,0.6821808510638298,0.8662921348314607,0.7529861442904922,0.7683741648106904,0.8335056876938987,0.8877352368591823
