,RandomForest,Artificial Neural Network,Decision Tree,Logistic Regression,Support Vector Machine,Naive Bayes,XG-boost,K-nearest-neighbor
remove_outliers_iqr + features_selection_none + oversampling_smote,0.9354838709677419,0.8500282965478212,0.8505942275042445,0.8409734012450482,0.8675721561969439,0.8421052631578947,0.9303904923599321,
remove_outliers_iqr + features_selection_none + oversampling_svm_smote,0.9451046972269384,0.9111488398415394,0.8415393322014714,0.9015280135823429,0.8754951895868704,0.8573853989813243,0.9349179400113187,
remove_outliers_iqr + features_selection_none + oversampling_adasyn,0.9371816638370118,0.8687040181097906,0.8692699490662139,0.8217317487266553,0.8562535370684776,0.8296547821165817,0.9196378041878891,
remove_outliers_iqr + features_selection_none + oversampling_smote_borderline,0.9468024900962083,0.8941709111488398,0.8879456706281834,0.8743633276740238,0.8681380871533673,0.8811544991511036,0.9303904923599321,
remove_outliers_iqr + features_selection_extratrees + oversampling_none,0.9581211092246746,0.9688737973967176,0.9003961516694963,0.9615166949632145,1.0,0.7747594793435201,0.9654782116581777,0.976796830786644
remove_outliers_iqr + features_selection_extratrees + oversampling_smote,0.9411431805319751,0.9139784946236559,0.9094510469722694,0.8720996038483305,0.9026598754951896,0.812110922467459,0.9400113186191285,0.7894736842105263
remove_outliers_iqr + features_selection_extratrees + oversampling_svm_smote,0.9326542161856254,0.9026598754951896,0.9196378041878891,0.8896434634974533,0.9258630447085455,0.8596491228070176,0.9298245614035088,0.8256932654216186
remove_outliers_iqr + features_selection_extratrees + oversampling_adasyn,0.9349179400113187,0.9077532541029995,0.8709677419354839,0.8726655348047538,0.8919071873231466,0.7809847198641766,0.9122807017543859,0.7741935483870968
remove_outliers_iqr + features_selection_extratrees + oversampling_smote_borderline,0.9094510469722694,0.9190718732314658,0.8941709111488398,0.8970005659309565,0.9032258064516129,0.8273910582908885,0.9185059422750425,0.7940011318619129
remove_outliers_iqr + features_selection_mutual_information + oversampling_none,0.9581211092246746,0.9343520090548953,0.9501980758347481,0.9377475947934352,0.9988681380871534,0.7951329937747594,0.9649122807017544,0.9920769666100736
remove_outliers_iqr + features_selection_mutual_information + oversampling_smote,0.9043576683644595,0.8358800226372383,0.8381437464629315,0.855121675155631,0.8794567062818336,0.7419354838709677,0.8902093944538766,0.7985285795132994
remove_outliers_iqr + features_selection_mutual_information + oversampling_svm_smote,0.9088851160158461,0.8851160158460668,0.8647425014148273,0.8726655348047538,0.8919071873231466,0.8500282965478212,0.8879456706281834,0.8986983588002264
remove_outliers_iqr + features_selection_mutual_information + oversampling_adasyn,0.9117147707979627,0.8341822297679683,0.8347481607243916,0.8432371250707413,0.9207696661007357,0.8081494057724957,0.9077532541029995,0.8256932654216186
remove_outliers_iqr + features_selection_mutual_information + oversampling_smote_borderline,0.9411431805319751,0.8754951895868704,0.8370118845500849,0.8438030560271647,0.7973967176004527,0.842671194114318,0.9105829088851161,0.7826825127334465
remove_outliers_iqr + features_selection_rfe + oversampling_none,0.9575551782682513,0.9213355970571591,0.8771929824561403,0.9224674589700057,1.0,0.7498585172608941,0.9518958687040181,
remove_outliers_iqr + features_selection_rfe + oversampling_smote,0.9286926994906621,0.8630447085455575,0.8800226372382569,0.8573853989813243,0.8726655348047538,0.844368986983588,0.9207696661007357,
remove_outliers_iqr + features_selection_rfe + oversampling_svm_smote,0.9411431805319751,0.9179400113186191,0.8924731182795699,0.9043576683644595,0.9190718732314658,0.8613469156762875,0.9320882852292021,
remove_outliers_iqr + features_selection_rfe + oversampling_adasyn,0.9292586304470855,0.8268251273344652,0.8619128466327108,0.8296547821165817,0.8636106395019808,0.8126768534238823,0.9185059422750425,
