course,n_assignment,n_posts,n_read,n_quiz,n_quiz_a,n_quiz_s,total_time_assignment,total_time_quiz,total_time_forum,mark
29,1,0,0,0,0,0,0,0,165,FAIL
29,1,0,0,0,0,0,649,0,1165,FAIL
29,4,1,0,0,0,0,337,0,342,FAIL
29,1,3,0,0,0,0,0,0,1756,PASS
29,1,1,0,0,0,0,75,0,1826,FAIL
29,2,0,0,0,0,0,262,0,6418,PASS
29,2,0,0,0,0,0,152,0,5149,FAIL
29,0,0,0,0,0,0,0,0,666,FAIL
29,0,0,0,0,0,0,0,0,0,FAIL
29,0,0,0,0,0,0,0,0,861,PASS
29,1,0,0,0,0,0,0,0,5589,PASS
29,1,2,0,0,0,0,6,0,0,FAIL
29,1,0,0,0,0,0,0,0,382,FAIL
29,1,0,7,0,0,0,0,0,12683,FAIL
29,0,0,0,0,0,0,0,0,143,FAIL
29,2,0,0,0,0,0,48,0,1060,FAIL
29,0,0,0,0,0,0,0,0,0,FAIL
29,1,2,7,0,0,0,120,0,1949,PASS
29,1,0,0,0,0,0,18,0,2242,FAIL
29,0,0,0,0,0,0,0,0,1903,PASS
29,1,0,0,0,0,0,0,0,850,FAIL
29,0,1,0,0,0,0,0,0,1126,FAIL
29,0,0,0,0,0,0,0,0,340,FAIL
29,1,0,0,0,0,0,13,0,0,FAIL
29,1,0,0,0,0,0,0,0,550,FAIL
29,2,4,0,0,0,0,388,0,2429,FAIL
29,0,0,0,0,0,0,0,0,237,FAIL
29,0,0,0,0,0,0,6,0,733,PASS
29,0,0,7,0,0,0,0,0,1396,FAIL
29,1,0,0,0,0,0,0,0,391,FAIL
29,0,0,0,0,0,0,0,0,71,FAIL
29,2,0,0,0,0,0,148,0,5221,PASS
29,1,0,0,0,0,0,172,0,0,FAIL
29,0,0,0,0,0,0,0,0,9720,FAIL
29,1,0,0,0,0,0,276,0,233,FAIL
29,0,0,0,0,0,0,0,0,1003,FAIL
29,0,0,0,0,0,0,0,0,0,FAIL
29,1,0,0,0,0,0,0,0,1343,FAIL
29,0,0,0,0,0,0,0,0,0,FAIL
29,1,0,0,0,0,0,0,0,142,FAIL
29,0,0,0,0,0,0,0,0,1367,FAIL
29,1,0,0,0,0,0,0,0,0,PASS
29,0,1,0,0,0,0,0,0,810,PASS
29,0,0,0,0,0,0,0,0,0,FAIL
29,1,0,0,0,0,0,0,0,579,FAIL
29,0,0,0,0,0,0,0,0,433,FAIL
29,0,0,0,0,0,0,0,0,0,FAIL
29,2,0,0,0,0,0,329,0,564,FAIL
29,0,0,0,0,0,0,0,0,252,FAIL
29,0,0,0,0,0,0,0,0,620,FAIL
29,2,0,0,0,0,0,445,0,551,PASS
29,1,0,0,0,0,0,0,0,109,FAIL
29,1,0,0,0,0,0,0,0,0,FAIL
29,1,1,0,0,0,0,0,0,125,FAIL
29,0,0,0,0,0,0,0,0,0,FAIL
29,0,0,0,0,0,0,0,0,0,FAIL
29,1,0,0,0,0,0,0,0,0,PASS
29,2,1,0,0,0,0,256,0,710,FAIL
29,1,0,0,0,0,0,95,0,347,FAIL
29,0,0,0,0,0,0,0,0,120,FAIL
29,0,0,0,0,0,0,0,0,0,FAIL
29,2,0,0,0,0,0,278,0,1147,FAIL
29,1,4,0,0,0,0,0,0,415,FAIL
29,1,1,0,0,0,0,324,0,1638,PASS
29,0,0,0,0,0,0,0,0,0,FAIL
29,1,0,0,0,0,0,24,0,2455,FAIL
29,1,0,0,0,0,0,0,0,0,FAIL
29,0,0,0,0,0,0,0,0,0,FAIL
29,0,0,0,0,0,0,0,0,833,FAIL
29,0,0,0,0,0,0,0,0,641,FAIL
29,1,0,0,0,0,0,0,0,0,FAIL
